event_id,organizer_id,name,date,time,duration,address,postalcode,time_of_day,physical_intensity,tags
E0252,1000079,Weight Loss Meetup,2025-05-18,19:30,45,"584 Ryan Mountains, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,Medium,"Weight Training, Hiking, Walking, Build Strength, Weight Loss, Training"
E0253,1000060,Cycling Meetup,2025-05-17,12:00,75,"2263 Martin Springs Apt. 002, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Low,"Weight Training, Social, Swimming, Cycling, Build Strength, Training"
E0254,1000274,Jogging Meetup,2025-05-16,12:00,120,"19191 Tony Rapids, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Medium,"Social, Cycling, Walking, Weight Loss, Training, Jogging"
E0255,1000237,Social Meetup,2025-05-13,12:00,90,"79142 Carrie Plains, Toronto, ON M9A 0A4",M9A 0A4,Evening,High,"Weight Training, Hiking, Social, Weight Loss, Training, Jogging"
E0256,1000276,Cycling Meetup,2025-05-15,7:30,120,"7000 Rodriguez Brooks Apt. 412, Toronto, ON M9A 0B2",M9A 0B2,Early Morning,High,"Improve Health, Weight Training, Cycling, Weight Loss, Jogging, Reduce Stress"
E0257,1000436,Improve Health Meetup,2025-05-17,12:45,30,"33202 Curtis Shore Apt. 411, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Low,"Improve Health, Social, Swimming, Weight Loss, Yoga, Group Fitness Class"
E0258,1000308,Improve Health Meetup,2025-05-16,12:00,120,"0261 Brown Coves Suite 393, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Improve Health, Weight Training, Walking, Weight Loss, Training, Jogging"
E0259,1000349,Build Strength Meetup,2025-05-16,21:30,90,"4917 Johnson Lakes Suite 352, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,High,"Cycling, Walking, Build Strength, Weight Loss, Jogging, Reduce Stress"
E0260,1000202,Build Strength Meetup,2025-05-17,12:00,60,"78594 Dunn Trace, Toronto, ON M9A 2V6",M9A 2V6,Evening,Medium,"Improve Health, Pilates, Walking, Build Strength, Training, Group Fitness Class"
E0261,1000158,Training Meetup,2025-05-17,12:00,45,"7358 Kelsey Drives Apt. 148, Toronto, ON M9A 0A4",M9A 0A4,Evening,High,"Improve Health, Weight Training, Group Fitness Class, Build Strength, Training, Pilates"
E0262,1000008,Hiking Meetup,2025-05-16,7:00,75,"20873 Rivera Key, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Improve Health, Weight Training, Hiking, Social, Walking, Training"
E0263,1000068,Pilates Meetup,2025-05-13,12:00,90,"10510 Elliott Extension Suite 885, Toronto, ON M9A 0B5",M9A 0B5,Evening,Low,"Improve Health, Weight Training, Hiking, Social, Build Strength, Pilates"
E0264,1000322,Jogging Meetup,2025-05-14,12:00,60,"83754 Smith Walks, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,Medium,"Team Sports, Running, Social, Build Strength, Jogging, Reduce Stress"
E0265,1000226,Weight Loss Meetup,2025-05-13,14:15,75,"872 Debra Underpass, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,High,"Team Sports, Improve Health, Weight Training, Walking, Weight Loss, Reduce Stress"
E0266,1000098,Social Meetup,2025-05-12,19:15,60,"608 Donna Circles Apt. 853, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Team Sports, Weight Training, Social, Walking, Build Strength, Reduce Stress"
E0267,1000198,Swimming Meetup,2025-05-15,12:00,75,"33745 Randy Forks Suite 272, Toronto, ON M9A 2V5",M9A 2V5,Evening,Medium,"Improve Health, Social, Swimming, Walking, Yoga, Reduce Stress"
E0268,1000311,Build Strength Meetup,2025-05-14,15:45,75,"3061 Lewis Road, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Team Sports, Improve Health, Running, Build Strength, Yoga, Training"
E0269,1000500,Weight Loss Meetup,2025-05-13,12:00,75,"83940 Lee Overpass, Toronto, ON M9A 0A3",M9A 0A3,Evening,High,"Improve Health, Weight Training, Cycling, Build Strength, Weight Loss, Yoga"
E0270,1000117,Reduce Stress Meetup,2025-05-13,12:00,45,"5619 Gloria Parks Apt. 706, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Hiking, Swimming, Walking, Weight Loss, Training, Reduce Stress"
E0271,1000403,Swimming Meetup,2025-05-18,12:00,45,"47643 Olivia Hill, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Low,"Improve Health, Social, Swimming, Weight Loss, Yoga, Jogging"
E0272,1000428,Pilates Meetup,2025-05-15,12:00,30,"250 Schmidt Stravenue Suite 509, Toronto, ON M9A 0A6",M9A 0A6,Evening,Medium,"Improve Health, Swimming, Weight Loss, Yoga, Reduce Stress, Pilates"
E0273,1000400,Hiking Meetup,2025-05-18,12:00,30,"81893 Valencia Corner, Toronto, ON M9A 2V5",M9A 2V5,Mid Morning,Low,"Team Sports, Improve Health, Hiking, Cycling, Build Strength, Reduce Stress"
E0274,1000149,Training Meetup,2025-05-16,6:45,30,"924 Burns Lakes Apt. 163, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,Low,"Team Sports, Weight Training, Social, Cycling, Build Strength, Training"
E0275,1000368,Group Fitness Class Meetup,2025-05-15,12:00,45,"515 Flores Branch, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Medium,"Improve Health, Social, Yoga, Jogging, Reduce Stress, Group Fitness Class"
E0276,1000152,Improve Health Meetup,2025-05-12,12:15,75,"66323 Pamela Cliffs, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,High,"Improve Health, Hiking, Social, Walking, Yoga, Reduce Stress"
E0277,1000157,Swimming Meetup,2025-05-14,8:00,60,"93108 Arthur Locks, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Low,"Team Sports, Improve Health, Running, Swimming, Weight Loss, Reduce Stress"
E0278,1000142,Jogging Meetup,2025-05-18,6:00,30,"1761 Paul Summit, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Low,"Improve Health, Swimming, Build Strength, Weight Loss, Yoga, Jogging"
E0279,1000492,Walking Meetup,2025-05-17,13:00,60,"8418 Patrick Freeway Suite 483, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,High,"Improve Health, Running, Walking, Build Strength, Weight Loss, Yoga"
E0280,1000362,Cycling Meetup,2025-05-14,12:00,45,"6584 Gamble Park, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Cycling, Build Strength, Training, Jogging, Reduce Stress, Group Fitness Class"
E0281,1000056,Walking Meetup,2025-05-14,8:30,75,"90567 Christopher Well, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Medium,"Social, Walking, Yoga, Training, Reduce Stress, Group Fitness Class"
E0282,1000232,Weight Loss Meetup,2025-05-16,12:00,75,"7652 Douglas Glen Suite 732, Toronto, ON M9A 0B2",M9A 0B2,Lunch,Medium,"Weight Training, Social, Weight Loss, Yoga, Training, Pilates"
E0283,1000484,Build Strength Meetup,2025-05-18,12:00,90,"1194 David Keys Suite 231, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Medium,"Hiking, Swimming, Walking, Build Strength, Weight Loss, Reduce Stress"
E0284,1000134,Improve Health Meetup,2025-05-12,12:00,75,"3074 Nicole Row Apt. 691, Toronto, ON M9A 0A5",M9A 0A5,Mid Morning,High,"Team Sports, Improve Health, Weight Training, Social, Training, Pilates"
E0285,1000142,Weight Loss Meetup,2025-05-13,12:00,75,"892 Denise Run, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Low,"Improve Health, Swimming, Build Strength, Weight Loss, Yoga, Jogging"
E0286,1000328,Reduce Stress Meetup,2025-05-16,12:00,45,"0023 Nicholas Trail, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,High,"Team Sports, Weight Training, Social, Cycling, Training, Reduce Stress"
E0287,1000060,Social Meetup,2025-05-17,20:30,45,"906 Jeffrey Points, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,High,"Weight Training, Social, Swimming, Cycling, Build Strength, Training"
E0288,1000292,Social Meetup,2025-05-14,12:00,90,"58095 Anna Track Suite 678, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Hiking, Running, Social, Walking, Training, Reduce Stress"
E0289,1000273,Swimming Meetup,2025-05-14,21:15,60,"03291 Madden Ways, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,High,"Weight Training, Running, Social, Swimming, Training, Reduce Stress"
E0290,1000065,Training Meetup,2025-05-18,20:45,60,"671 Cox Curve, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Low,"Hiking, Social, Swimming, Cycling, Weight Loss, Training"
E0291,1000157,Swimming Meetup,2025-05-17,8:45,75,"467 Debra Inlet, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Medium,"Team Sports, Improve Health, Running, Swimming, Weight Loss, Reduce Stress"
E0292,1000383,Training Meetup,2025-05-13,13:30,75,"323 Edward Junctions, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,High,"Social, Yoga, Training, Jogging, Reduce Stress, Pilates"
E0293,1000452,Cycling Meetup,2025-05-16,12:00,90,"0062 Christopher Views Apt. 919, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Improve Health, Hiking, Cycling, Walking, Build Strength, Training"
E0294,1000339,Weight Loss Meetup,2025-05-14,12:00,90,"626 Leonard Motorway Suite 117, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,Medium,"Team Sports, Improve Health, Hiking, Build Strength, Weight Loss, Jogging"
E0295,1000019,Running Meetup,2025-05-14,8:45,75,"7699 Olson Drives, Toronto, ON M9A 0A4",M9A 0A4,Early Morning,High,"Team Sports, Running, Build Strength, Yoga, Training, Reduce Stress"
E0296,1000348,Weight Loss Meetup,2025-05-14,7:30,75,"7543 Ashley Throughway Apt. 862, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Team Sports, Weight Training, Hiking, Weight Loss, Training, Reduce Stress"
E0297,1000400,Build Strength Meetup,2025-05-15,7:15,60,"00273 Bennett Freeway, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Low,"Team Sports, Improve Health, Hiking, Cycling, Build Strength, Reduce Stress"
E0298,1000319,Cycling Meetup,2025-05-13,21:30,30,"98232 Ross Canyon, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Social, Swimming, Cycling, Walking, Weight Loss, Training"
E0299,1000202,Pilates Meetup,2025-05-17,21:30,60,"9793 Terri Plains, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,Low,"Improve Health, Pilates, Walking, Build Strength, Training, Group Fitness Class"
E0300,1000077,Yoga Meetup,2025-05-16,12:00,45,"28265 Justin Trace, Toronto, ON M9A 0A5",M9A 0A5,Evening,Medium,"Improve Health, Social, Yoga, Jogging, Reduce Stress, Pilates"
E0301,1000293,Team Sports Meetup,2025-05-14,15:15,60,"03829 Nathan Spring Suite 777, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,High,"Team Sports, Improve Health, Weight Training, Walking, Training, Reduce Stress"
E0302,1000166,Weight Training Meetup,2025-05-14,12:00,90,"886 Jones Drive, Toronto, ON M9A 0B2",M9A 0B2,Lunch,High,"Improve Health, Weight Training, Social, Walking, Jogging, Reduce Stress"
E0303,1000347,Training Meetup,2025-05-13,12:00,75,"528 Robert Shoal, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Team Sports, Social, Yoga, Training, Reduce Stress, Group Fitness Class"
E0304,1000392,Training Meetup,2025-05-15,8:30,90,"2110 Ballard Lodge, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Weight Training, Build Strength, Training, Jogging, Reduce Stress, Pilates"
E0305,1000183,Group Fitness Class Meetup,2025-05-12,7:15,45,"99130 Daryl Ports Apt. 489, Toronto, ON M9A 0B5",M9A 0B5,Early Morning,Medium,"Improve Health, Weight Training, Social, Yoga, Reduce Stress, Group Fitness Class"
E0306,1000078,Swimming Meetup,2025-05-16,12:00,90,"12901 Nicholas Run, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Improve Health, Social, Swimming, Yoga, Reduce Stress, Group Fitness Class"
E0307,1000275,Swimming Meetup,2025-05-12,14:30,75,"99701 Steven Mills, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,Low,"Improve Health, Social, Swimming, Walking, Build Strength, Yoga"
E0308,1000306,Hiking Meetup,2025-05-14,21:45,90,"1455 Angela View Apt. 715, Toronto, ON M9A 0A4",M9A 0A4,Late Evening,High,"Improve Health, Hiking, Swimming, Cycling, Weight Loss, Training"
E0309,1000267,Weight Training Meetup,2025-05-15,19:00,120,"927 Williams Fort Apt. 547, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Low,"Team Sports, Improve Health, Weight Training, Running, Build Strength, Reduce Stress"
E0310,1000010,Hiking Meetup,2025-05-12,12:00,75,"555 Judith Estates Suite 854, Toronto, ON M9A 0A5",M9A 0A5,Evening,Low,"Team Sports, Improve Health, Hiking, Build Strength, Yoga, Reduce Stress"
E0311,1000433,Weight Loss Meetup,2025-05-12,12:00,90,"19552 Matthew Coves, Toronto, ON M9A 0A5",M9A 0A5,Lunch,High,"Running, Cycling, Build Strength, Weight Loss, Reduce Stress, Group Fitness Class"
E0312,1000367,Swimming Meetup,2025-05-13,12:00,90,"801 Carroll Pine Suite 090, Toronto, ON M9A 0B5",M9A 0B5,Evening,Low,"Hiking, Social, Swimming, Walking, Training, Reduce Stress"
E0313,1000019,Team Sports Meetup,2025-05-15,12:00,45,"387 Michael Stream, Toronto, ON M9A 0A5",M9A 0A5,Lunch,Medium,"Team Sports, Running, Build Strength, Yoga, Training, Reduce Stress"
E0314,1000062,Jogging Meetup,2025-05-14,13:45,90,"447 John Parkways Apt. 151, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,High,"Team Sports, Improve Health, Social, Jogging, Reduce Stress, Pilates"
E0315,1000227,Reduce Stress Meetup,2025-05-13,20:15,120,"0449 Cooper Divide, Toronto, ON M9A 0B5",M9A 0B5,Late Evening,High,"Improve Health, Hiking, Running, Cycling, Build Strength, Reduce Stress"
E0316,1000152,Hiking Meetup,2025-05-17,12:00,90,"36392 Martin Mall Suite 148, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Improve Health, Hiking, Social, Walking, Yoga, Reduce Stress"
E0317,1000126,Build Strength Meetup,2025-05-18,14:30,60,"54617 Adam Mountains Suite 808, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,Medium,"Hiking, Social, Swimming, Build Strength, Jogging, Reduce Stress"
E0318,1000449,Improve Health Meetup,2025-05-12,12:00,60,"0498 Cole Drive, Toronto, ON M9A 0A5",M9A 0A5,Evening,Low,"Improve Health, Hiking, Social, Walking, Training, Pilates"
E0319,1000212,Social Meetup,2025-05-13,12:00,60,"011 Jeffrey Valleys Apt. 533, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,Medium,"Team Sports, Weight Training, Social, Build Strength, Weight Loss, Yoga"
E0320,1000200,Improve Health Meetup,2025-05-15,7:45,90,"450 Shannon Squares Suite 993, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Improve Health, Weight Training, Swimming, Build Strength, Weight Loss, Yoga"
E0321,1000432,Improve Health Meetup,2025-05-15,12:00,60,"186 Miranda Mills, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Low,"Improve Health, Weight Training, Walking, Build Strength, Reduce Stress, Pilates"
E0322,1000058,Hiking Meetup,2025-05-17,12:00,45,"425 Brianna Mountains, Toronto, ON M9A 0A5",M9A 0A5,Lunch,Low,"Improve Health, Weight Training, Hiking, Social, Training, Jogging"
E0323,1000352,Pilates Meetup,2025-05-17,12:00,90,"77351 Melton Ports Suite 684, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Improve Health, Hiking, Walking, Build Strength, Weight Loss, Pilates"
E0324,1000074,Running Meetup,2025-05-15,13:15,60,"65220 Willie Street Apt. 035, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,High,"Weight Training, Running, Social, Weight Loss, Jogging, Reduce Stress"
E0325,1000351,Walking Meetup,2025-05-15,15:00,60,"6061 Zachary Canyon Suite 438, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Low,"Team Sports, Hiking, Walking, Build Strength, Weight Loss, Reduce Stress"
E0326,1000411,Walking Meetup,2025-05-12,19:15,90,"958 Wright Shoals Apt. 671, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Low,"Improve Health, Social, Walking, Build Strength, Jogging, Pilates"
E0327,1000496,Reduce Stress Meetup,2025-05-12,7:15,90,"457 Jimenez Parkways, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,Low,"Team Sports, Walking, Build Strength, Yoga, Training, Reduce Stress"
E0328,1000117,Hiking Meetup,2025-05-14,12:00,45,"78761 Bradley Rapid, Toronto, ON M9A 2V6",M9A 2V6,Evening,Medium,"Hiking, Swimming, Walking, Weight Loss, Training, Reduce Stress"
E0329,1000209,Build Strength Meetup,2025-05-12,12:00,90,"00255 April Green Apt. 169, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Medium,"Social, Walking, Build Strength, Jogging, Reduce Stress, Pilates"
E0330,1000045,Weight Loss Meetup,2025-05-14,12:00,120,"157 Watkins Mews, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Team Sports, Weight Training, Build Strength, Weight Loss, Training, Group Fitness Class"
E0331,1000369,Improve Health Meetup,2025-05-12,12:00,45,"8115 Holmes Parkway Apt. 678, Toronto, ON M9A 0A4",M9A 0A4,Mid Morning,Medium,"Improve Health, Running, Social, Yoga, Training, Group Fitness Class"
E0332,1000133,Reduce Stress Meetup,2025-05-17,20:00,30,"488 James Isle Suite 229, Toronto, ON M9A 2V5",M9A 2V5,Late Evening,Low,"Running, Social, Cycling, Weight Loss, Yoga, Reduce Stress"
E0333,1000212,Yoga Meetup,2025-05-15,12:00,120,"3452 Lauren Causeway Apt. 647, Toronto, ON M9A 2V6",M9A 2V6,Mid Morning,Medium,"Team Sports, Weight Training, Social, Build Strength, Weight Loss, Yoga"
E0334,1000095,Weight Loss Meetup,2025-05-18,14:45,30,"2017 Edward Key Suite 105, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,Medium,"Team Sports, Improve Health, Swimming, Build Strength, Weight Loss, Jogging"
E0335,1000400,Build Strength Meetup,2025-05-18,21:00,90,"560 Carol River Apt. 580, Toronto, ON M9A 0A3",M9A 0A3,Late Evening,Medium,"Team Sports, Improve Health, Hiking, Cycling, Build Strength, Reduce Stress"
E0336,1000061,Team Sports Meetup,2025-05-17,21:00,120,"60840 Carlos Mount, Toronto, ON M9A 0A5",M9A 0A5,Late Evening,Low,"Team Sports, Improve Health, Weight Training, Build Strength, Reduce Stress, Group Fitness Class"
E0337,1000132,Pilates Meetup,2025-05-14,15:15,90,"94852 Wilson Forge Suite 352, Toronto, ON M9A 0A6",M9A 0A6,Afternoon,High,"Improve Health, Running, Cycling, Weight Loss, Training, Pilates"
E0338,1000161,Weight Training Meetup,2025-05-17,12:00,30,"660 Hall Locks Suite 970, Toronto, ON M9A 0B2",M9A 0B2,Evening,Medium,"Weight Training, Social, Cycling, Build Strength, Weight Loss, Group Fitness Class"
E0339,1000053,Reduce Stress Meetup,2025-05-13,12:00,90,"1786 Victoria Well, Toronto, ON M9A 2V5",M9A 2V5,Evening,High,"Team Sports, Improve Health, Swimming, Weight Loss, Reduce Stress, Pilates"
E0340,1000373,Reduce Stress Meetup,2025-05-13,21:00,30,"73703 Owens Loop Suite 961, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,High,"Improve Health, Social, Cycling, Walking, Reduce Stress, Group Fitness Class"
E0341,1000368,Group Fitness Class Meetup,2025-05-15,12:00,75,"331 Barber Corner, Toronto, ON M9A 0A4",M9A 0A4,Lunch,Medium,"Improve Health, Social, Yoga, Jogging, Reduce Stress, Group Fitness Class"
E0342,1000045,Training Meetup,2025-05-18,12:00,90,"561 Curry Village Suite 797, Toronto, ON M9A 0B5",M9A 0B5,Evening,Medium,"Team Sports, Weight Training, Build Strength, Weight Loss, Training, Group Fitness Class"
E0343,1000443,Social Meetup,2025-05-14,12:00,90,"93920 Rojas Lake, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,High,"Weight Training, Social, Build Strength, Yoga, Training, Pilates"
E0344,1000423,Group Fitness Class Meetup,2025-05-12,12:00,30,"8312 Emily Ways Apt. 065, Toronto, ON M9A 0A5",M9A 0A5,Evening,Medium,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Group Fitness Class"
E0345,1000486,Reduce Stress Meetup,2025-05-13,12:00,60,"469 Debbie Trace Apt. 491, Toronto, ON M9A 0B2",M9A 0B2,Evening,High,"Team Sports, Improve Health, Social, Cycling, Reduce Stress, Pilates"
E0346,1000385,Cycling Meetup,2025-05-17,21:15,120,"48295 Cox Stream Suite 352, Toronto, ON M9A 0A6",M9A 0A6,Late Evening,High,"Improve Health, Running, Cycling, Weight Loss, Training, Pilates"
E0347,1000063,Weight Training Meetup,2025-05-18,12:00,60,"67112 Patterson Road Apt. 404, Toronto, ON M9A 0A6",M9A 0A6,Mid Morning,High,"Improve Health, Weight Training, Build Strength, Weight Loss, Jogging, Pilates"
E0348,1000064,Team Sports Meetup,2025-05-13,12:00,90,"3000 Ball Crescent Apt. 080, Toronto, ON M9A 0A6",M9A 0A6,Evening,Medium,"Team Sports, Improve Health, Weight Training, Build Strength, Training, Pilates"
E0349,1000452,Hiking Meetup,2025-05-14,12:00,45,"62747 Benson Highway Suite 670, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Improve Health, Hiking, Cycling, Walking, Build Strength, Training"
E0350,1000197,Reduce Stress Meetup,2025-05-17,13:00,120,"1500 Preston Harbors Apt. 840, Toronto, ON M9A 2V5",M9A 2V5,Afternoon,Low,"Social, Walking, Weight Loss, Yoga, Reduce Stress, Group Fitness Class"
E0351,1000445,Group Fitness Class Meetup,2025-05-12,8:45,75,"3488 Arias Alley Suite 405, Toronto, ON M9A 0A6",M9A 0A6,Early Morning,High,"Pilates, Build Strength, Weight Loss, Yoga, Training, Group Fitness Class"
E0352,1000170,Weight Training Meetup,2025-05-17,19:00,30,"67004 Jones Lane, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,High,"Improve Health, Weight Training, Walking, Build Strength, Yoga, Reduce Stress"
E0353,1000024,Training Meetup,2025-05-16,15:30,75,"1406 Meghan Pass, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,High,"Improve Health, Hiking, Running, Cycling, Weight Loss, Training"
E0354,1000470,Improve Health Meetup,2025-05-18,13:45,30,"5765 Gould Springs Apt. 394, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Low,"Improve Health, Weight Training, Cycling, Walking, Weight Loss, Reduce Stress"
E0355,1000481,Reduce Stress Meetup,2025-05-14,12:00,60,"449 Burke Forest, Toronto, ON M9A 0A5",M9A 0A5,Mid Morning,Low,"Improve Health, Weight Training, Hiking, Weight Loss, Reduce Stress, Pilates"
E0356,1000069,Training Meetup,2025-05-18,12:00,60,"06066 Robertson Roads, Toronto, ON M9A 0A3",M9A 0A3,Evening,Low,"Improve Health, Running, Swimming, Walking, Weight Loss, Training"
E0357,1000273,Running Meetup,2025-05-13,12:00,60,"54276 Juarez Groves, Toronto, ON M9A 2V5",M9A 2V5,Evening,Medium,"Weight Training, Running, Social, Swimming, Training, Reduce Stress"
E0358,1000208,Weight Training Meetup,2025-05-12,12:00,90,"26336 Mark Route, Toronto, ON M9A 0A6",M9A 0A6,Lunch,Low,"Weight Training, Hiking, Social, Walking, Weight Loss, Training"
E0359,1000225,Walking Meetup,2025-05-16,12:00,30,"0825 Roberts Spurs, Toronto, ON M9A 0A3",M9A 0A3,Mid Morning,High,"Improve Health, Walking, Yoga, Training, Jogging, Reduce Stress"
E0360,1000397,Social Meetup,2025-05-14,12:00,75,"9166 Smith Trafficway Suite 190, Toronto, ON M9A 0A5",M9A 0A5,Lunch,Medium,"Team Sports, Improve Health, Social, Weight Loss, Jogging, Pilates"
E0361,1000417,Jogging Meetup,2025-05-16,12:00,120,"2132 Martin Viaduct, Toronto, ON M9A 2V5",M9A 2V5,Lunch,Medium,"Improve Health, Hiking, Yoga, Training, Jogging, Reduce Stress"
E0362,1000386,Build Strength Meetup,2025-05-14,12:00,45,"8604 Angela Gateway, Toronto, ON M9A 0B2",M9A 0B2,Mid Morning,High,"Running, Social, Build Strength, Yoga, Training, Jogging"
E0363,1000407,Jogging Meetup,2025-05-16,8:00,30,"37911 Mark Rapids Apt. 198, Toronto, ON M9A 2V6",M9A 2V6,Early Morning,High,"Weight Training, Social, Weight Loss, Training, Jogging, Group Fitness Class"
E0364,1000101,Team Sports Meetup,2025-05-13,13:30,120,"204 Wade Harbor, Toronto, ON M9A 0A5",M9A 0A5,Afternoon,Medium,"Team Sports, Weight Training, Running, Social, Weight Loss, Reduce Stress"
E0365,1000344,Social Meetup,2025-05-15,12:00,30,"85358 Singh Rapids Apt. 650, Toronto, ON M9A 0B5",M9A 0B5,Lunch,Medium,"Social, Swimming, Cycling, Walking, Weight Loss, Training"
E0366,1000036,Weight Loss Meetup,2025-05-18,12:00,60,"05469 Taylor Park, Toronto, ON M9A 2V5",M9A 2V5,Lunch,High,"Team Sports, Improve Health, Hiking, Walking, Weight Loss, Reduce Stress"
E0367,1000471,Build Strength Meetup,2025-05-18,15:15,75,"7709 Moore Lodge, Toronto, ON M9A 0A4",M9A 0A4,Afternoon,Medium,"Hiking, Social, Walking, Build Strength, Yoga, Training"
E0368,1000050,Team Sports Meetup,2025-05-12,12:00,30,"0726 Smith Mills, Toronto, ON M9A 0A4",M9A 0A4,Lunch,High,"Team Sports, Running, Walking, Weight Loss, Training, Reduce Stress"
E0369,1000332,Improve Health Meetup,2025-05-13,15:45,45,"03370 Devin Springs Apt. 034, Toronto, ON M9A 0B2",M9A 0B2,Afternoon,Low,"Improve Health, Hiking, Running, Build Strength, Yoga, Training"
E0370,1000047,Weight Loss Meetup,2025-05-13,12:00,45,"319 Jackson Green, Toronto, ON M9A 0A4",M9A 0A4,Evening,High,"Improve Health, Swimming, Weight Loss, Yoga, Jogging, Reduce Stress"
E0371,1000115,Jogging Meetup,2025-05-16,13:30,30,"6948 Carl Dale, Toronto, ON M9A 2V6",M9A 2V6,Afternoon,Medium,"Weight Training, Social, Build Strength, Walking, Weight Loss, Jogging"
E0372,1000204,Reduce Stress Meetup,2025-05-18,8:00,75,"2222 Robert Mountains Apt. 789, Toronto, ON M9A 0A5",M9A 0A5,Early Morning,Low,"Team Sports, Weight Training, Social, Build Strength, Reduce Stress, Group Fitness Class"
E0373,1000372,Pilates Meetup,2025-05-17,12:00,75,"485 Klein Mall, Toronto, ON M9A 0A3",M9A 0A3,Lunch,Low,"Group Fitness Class, Cycling, Build Strength, Weight Loss, Training, Pilates"
E0374,1000214,Training Meetup,2025-05-14,12:00,60,"90394 Robert Bypass, Toronto, ON M9A 0A4",M9A 0A4,Evening,Medium,"Running, Swimming, Weight Loss, Training, Reduce Stress, Pilates"
E0375,1000086,Team Sports Meetup,2025-05-13,15:15,120,"9790 Wise Bypass Suite 755, Toronto, ON M9A 0A3",M9A 0A3,Afternoon,Medium,"Team Sports, Improve Health, Hiking, Yoga, Training, Reduce Stress"
E0376,1000176,Improve Health Meetup,2025-05-12,12:00,60,"33748 Joshua Trail Suite 240, Toronto, ON M9A 0B5",M9A 0B5,Mid Morning,Medium,"Improve Health, Group Fitness Class, Cycling, Training, Reduce Stress, Pilates"
E0377,1000357,Reduce Stress Meetup,2025-05-18,21:00,90,"745 Joshua Port Suite 222, Toronto, ON M9A 2V6",M9A 2V6,Late Evening,Low,"Team Sports, Weight Training, Cycling, Build Strength, Training, Reduce Stress"
